ID;Authority;AuthorityCountry;Date;Fine;OrganizationPublished;Specific;OrganizationMatched;OrganizationCountry;OrganizationSector;OrganizationRevenue;OrganizationEmployees;OrganizationStatus;OrganizationDomestic;Articles;Type;Summary;Source
903;Spanish Data Protection Authority (aepd);Spain;15.11.21;1000;Supermarket;No;NA;NA;Retail & Trade;NA;NA;NA;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;Usage of CCTV camera without proper information.;https://www.aepd.es/es/documento/ps-00149-2021.pdf
905;Spanish Data Protection Authority (aepd);Spain;15.11.21;30000;Vodafone Espana, SAU;Yes;Vodafone Group Plc;United Kingdom;Telecommunications;43300000000;105000;Public;No;Art. 6 (1) GDPR;Insufficient legal basis for data processing;The Spanish DPA (AEPD) has imposed a fine on Vodafone Espana SAU. A data subject had filed a complaint with the AEPD against the data controller. The data subject states that he had received invoices and debits on his bank account for the payment of Vodafone services that he had not booked himself. The data subject also stated that he had been asked to pay for these services by the debt collection company I.S.G.F. Informes Comerciales, S.L.. As it turned out, fraudsters had used the data subject's personal data to conclude a service contract. Vodafone had subsequently canceled the contract for the booked services. Due to a system error, however, the outstanding invoices had not been canceled, which is why they had been forwarded to the collection agency. The AEPD determined that this transmission was unlawful due to the non-existence of a valid contract. The original fine of EUR 50,000 was reduced to EUR 30,000 due to voluntary payment and admission of guilt.;https://www.aepd.es/es/documento/ps-00312-2021.pdf
906;Bulgarian Commission for Personal Data Protection (KZLD);Bulgaria;26.10.21;380;Bank;No;NA;NA;Banks;NA;NA;NA;Yes;Art. 5 (1) b) GDPR;Non-compliance with general data processing principles;The Bulgarian DPA has fined a bank EUR 380 for the unlawful transfer of personal data to third parties.;https://www.cpdp.bg/download.php?part=rubric_element&aid=4786
907;Spanish Data Protection Authority (aepd);Spain;22.11.21;1000;Neighborhood community;No;NA;NA;NA;NA;NA;NA;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;The Spanish DPA has imposed a fine of EUR 1000 on a neighborhood community. The reason for this was that the information sign about a video surveillance system did not contain sufficient information as required by Art. 13 GDPR. The sign contained neither a reference to the data controller nor an  address to contact if one wishes to exercise their data subjects rights.;https://www.aepd.es/es/documento/ps-00339-2021.pdf
908;Spanish Data Protection Authority (aepd);Spain;15.11.21;40000;Vodafone Espana, SAU;Yes;Vodafone Group Plc;United Kingdom;Telecommunications;43300000000;105000;Public;No;Art. 6 (1) GDPR;Insufficient legal basis for data processing;The Spanish DPA (AEPD) has imposed a fine on Vodafone Espana SAU. An individual had filed a complaint with the DPA. The data subject claims to have received text messages from Vodafone in September 2020 informing him that he had debts from services he had ordered from Vodafone. The billing address listed in the text messages corresponded to that of an old house where the data subject had lived with his ex-partner in the past. Vodafone stated that a system error had led to this incident. This resulted in the data subject appearing as the holder of his former partner's customer account. The original fine of EUR 50,000 was reduced to EUR 40,000 due to voluntary payment.;https://www.aepd.es/es/documento/ps-00268-2021.pdf
909;Cypriot Data Protection Commissioner;Cyprus;12.11.21;925000;WS WiSpear Systems Ltd;Yes;WS WiSpear Systems Ltd;Cyprus;IT Services;NA;5;Private;Yes;Art. 5 (1) a) GDPR;Non-compliance with general data processing principles;"The Cypriot DPA has imposed a fine of EUR 925,000 on WS WiSpear Systems Ltd. 
The company had collected various data from individuals (Media Access Control addresses and International Mobile Subscriber Identity data) without their knowledge as part of tests and presentations of technologies. In this context, the DPA found a violation of the principle of legality, objectivity and transparency.";https://www.dataprotection.gov.cy/dataprotection/dataprotection.nsf/All/D7D2A1120DDE670AC225878B0040D4E7?OpenDocument
910;French Data Protection Authority (CNIL);France;04.11.21;400000;Regie autonome des transports parisiens;Yes;Regie Autonome Des Transports Parisiens;France;Transportation & Logistics;217900000;10000;Private;Yes;Art. 5 (1) c) GDPR, Art. 5 (1) e) GDPR, Art. 5 (2) GDPR, Art. 32 GDPR;Non-compliance with general data processing principles;The French DPA (CNIL) imposed a fine of EUR 400,000 on RATP (the operator of the public transport system in Paris). In May 2020, a trade union filed a complaint with the CNIL alleging that the number of strike days exercised by staff were included in files used to prepare promotion decisions. The CNIL then conducted investigations in several RATP bus centers. These led to confirmation of this practice in three RATP bus centers. The CNIL indicated that files for evaluating performance and promotion prospects should only contain data necessary for evaluating employees.In particular, it was sufficient to indicate the total number of days of absence without the need to go into detail and distinguish the days associated with the exercise of the right to strike. It found that the use of data on the number of days staff members were on strike was not necessary for these purposes, and that the RATP thus violated the principle of data minimization set forth in Article 5 (1) (c) GDPR. In addition, the DPA found that the RATP had excessively retained many of its employees' data. Indeed, the RATP kept files on the evaluation of staff members for more than three years after the promotion commission, although their retention was only required for 18 months after the holding of these commissions. Further, CNIL found that RATP did not adequately differentiate between staff authorization levels, allowing more staff than necessary to access certain data. For this reason, CNIL concluded that RATP failed in its duty to implement appropriate technical and organizational measures to ensure a level of protection appropriate to the risk.;https://www.cnil.fr/fr/fichiers-devaluation-des-agents-sanction-de-400-000-euros-lencontre-de-la-ratp
912;Spanish Data Protection Authority (aepd);Spain;22.11.21;2000;ANIVERSALIA NETWORKS, S.L.;Yes;ANIVERSALIA NETWORKS, S.L.;Spain;IT Services;NA;NA;Private;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;The Spanish DPA (AEPD) fined ANIVERSALIA NETWORKS, S.L. EUR 2,000 due to the fact that the privacy policy on its website did not comply with the requirements of Art. 13 GDPR.;https://www.aepd.es/es/documento/ps-00346-2021.pdf
913;Spanish Data Protection Authority (aepd);Spain;23.11.21;3000;FUENSANTA S.L.;Yes;Fuensanta Sl;Spain;Hospitals;4400000;57;Private;Yes;Art. 58 (1) GDPR;Insufficient cooperation with supervisory authority;The controller failed to provide information requested by the Spanish DPA (AEPD) for investigative purposes.;https://www.aepd.es/es/documento/ps-00289-2021.pdf
914;Spanish Data Protection Authority (aepd);Spain;23.11.21;40000;Vodafone Espana, SAU;Yes;Vodafone Group Plc;United Kingdom;Telecommunications;43300000000;105000;Public;No;Art. 6 (1) GDPR;Insufficient legal basis for data processing;The Spanish DPA (AEPD) has fined Vodafone Espana S.A.U. EUR 40,000. An individual had filed a complaint against Vodafone with the DPA because her cell phone line was transferred to a third party without her consent and she was charged amounts from a third party phone line. The reason for this was a technical error in Vodafone's systems.;https://www.aepd.es/es/documento/ps-00269-2021.pdf
915;Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP);Romania;26.11.21;2000;Valoris Center S.R.L.;Yes;Valoris Center Srl;Romania;Services;4800000;583;Private;Yes;Art. 29 GDPR, Art. 32 (1) b) GDPR, Art. 32 (4) GDPR;Insufficient technical and organisational measures to ensure information security;The Romanian DPA (ANSPDCP) has imposed a fine of EUR 2,000 on Valoris Center S.R.L.. The controller notified the DPA of a data breach pursuant to Art. 33 GDPR. A call center employee of the controller had accidentally sent a customer an Excel file containing data from other customers of the controller. In the course of the investigation, it was determined that this breach resulted in the unauthorized disclosure of or access to personal data such as email address, username, user ID, phone number, customer name, customer code, customer PIN, with a total of 11169 natural persons affected by the incident. The DPA found that the controller had failed to implement technical and organizational measures to ensure a level of security appropriate to the risk to data subjects.;https://www.dataprotection.ro/?page=Comunicat_Presa_26_11_2021_Amenda&lang=ro
916;Icelandic data protection authority ('Personuvernd');Iceland;23.11.21;51000;Icelandic Ministry of Industry and Innovation;Yes;Atvinnuvega- og nýsköpunarráðuneyti Íslands;Iceland;Politics & Government;NA;250;Other;Yes;Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 13 GDPR, Art. 25 GDPR, Art. 28 GDPR, Art. 32 GDPR;Non-compliance with general data processing principles;"The Icelandic Data Protection Authority has imposed a fine of EUR 51,000 on the Ministry of Industry and Innovation and a fine of EUR 27,200 on YAY ehf. 

The fine is related to a campaign by the ministry to encourage Icelanders to travel domestically in the summer of 2020. This involved a digital gift voucher that could be obtained through the app of the company YAY ehf.  
The DPA received a number of complaints regarding the fact that the use of the travel gift required extensive personal information and access to users' phones. As a result, the DPA launched investigations against the ministry and the company. 
The DPA found that the ministry had violated the principle of legality and transparency.
Participating individuals were only required to agree to the General Terms of Use of the YAY app in order to participate in the voucher promotion. However, the DPA found that by doing so, the data subjects had not expressly consented to the processing of their personal data carried out as part of the promotion. 
The DPA also found that the information provided about the actual processing of personal data was insufficient. 
Moreover, neither the ministry nor YAY ehf. had implemented appropriate technical and organizational measures to ensure the security of the processing of personal data. 
Also, due to a configuration error on the part of YAY, more data than necessary was processed, which is why the DPA found a violation of the principle of data minimization.";https://www.personuvernd.is/urlausnir/akvordun-um-sekt-vegna-ferdagjafar-stjornvalda
917;Icelandic data protection authority ('Personuvernd');Iceland;23.11.21;27200;YAY ehf.;Yes;YAY ehf.;Iceland;IT Services;NA;NA;Private;Yes;Art. 5 GDPR, Art. 6 GDPR, Art. 28 GDPR, Art. 32 GDPR;Non-compliance with general data processing principles;"The Icelandic Data Protection Authority has imposed a fine of EUR 51,000 on the Ministry of Industry and Innovation and a fine of EUR 27,200 on YAY ehf. 

The fine is related to a campaign by the ministry to encourage Icelanders to travel domestically in the summer of 2020. This involved a digital gift voucher that could be obtained through the app of the company YAY ehf.  
The DPA received a number of complaints regarding the fact that the use of the travel gift required extensive personal information and access to users' phones. As a result, the DPA launched investigations against the ministry and the company. 
The DPA found that the ministry had violated the principle of legality and transparency.
Participating individuals were only required to agree to the General Terms of Use of the YAY app in order to participate in the voucher promotion. However, the DPA found that by doing so, the data subjects had not expressly consented to the processing of their personal data carried out as part of the promotion. 
The DPA also found that the information provided about the actual processing of personal data was insufficient. 
Moreover, neither the ministry nor YAY ehf. had implemented appropriate technical and organizational measures to ensure the security of the processing of personal data. 
Also, due to a configuration error on the part of YAY, more data than necessary was processed, which is why the DPA found a violation of the principle of data minimization.";https://www.personuvernd.is/urlausnir/akvordun-um-sekt-vegna-ferdagjafar-stjornvalda
918;Spanish Data Protection Authority (aepd);Spain;24.11.21;9000;UNION FINANCIERA ASTURIANA S.A. E.F.C.;Yes;"	Union Financiera Asturiana, Sociedad Anonima Establecimiento Financiero De Credito";Spain;Finance & Insurance;716000;22;Private;Yes;Art. 6 (1) GDPR;Insufficient legal basis for data processing;The Spanish DPA (AEPD) fined UNION FINANCIERA ASTURIANA S.A. E.F.C.. The controller had carried out a credit check on the data subject without any contractual basis for doing so. The original fine of EUR 15,000 was reduced to EUR 9,000 due to voluntary payment and admission of guilt.;https://www.aepd.es/es/documento/ps-00467-2021.pdf
921;Spanish Data Protection Authority (aepd);Spain;29.11.21;4000;TIGERS MARKET, S.L.;Yes;TIGERS MARKET, S.L.;Spain;Advertising & Marketing;NA;NA;Private;Yes;Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 LOPDGDD;Insufficient fulfilment of data subjects rights;The Spanish DPA (AEPD) imposed a fine of EUR 4,000 on TIGERS MARKET, S.L.. The data subject had received advertising calls from the controller, although the data subject was registered in the Robinson advertising exclusion list.;https://www.aepd.es/es/documento/ps-00489-2021.pdf
922;Spanish Data Protection Authority (aepd);Spain;29.11.21;1000;Restaurant owner;No;NA;NA;Restaurants, Cafes & Bars;NA;NA;NA;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;The Spanish DPA (AEPD) has fined a restaurant owner EUR 1,000 for failing to provide information signs about CCTV surveillance in the establishment.;https://www.aepd.es/es/documento/ps-00305-2021.pdf
923;Spanish Data Protection Authority (aepd);Spain;30.11.21;1500;Neighborhood community;No;NA;NA;NA;NA;NA;NA;Yes;Art. 5 (1) c) GDPR;Non-compliance with general data processing principles;The Spanish DPA (AEPD) fined a neighborhood community. The controller had installed video cameras on their private property in such a way that they could capture images of the public space and the neighbor's private property. The AEPD considered this to be a violation of the principle of data minimization.;https://www.aepd.es/es/documento/ps-00349-2021.pdf
924;Spanish Data Protection Authority (aepd);Spain;30.11.21;5000;ASOCIACION ESPANOLA PARA LA ENSENANZA ONLINE;Yes;ASOCIACION ESPANOLA PARA LA ENSENANZA ONLINE;Spain;Education;NA;NA;Other;Yes;Art. 17 (1) GDPR, Art. 21 LSSI;Insufficient fulfilment of data subjects rights;The Spanish DPA (AEPD) has fined ASOCIACION ESPANOLA PARA LA ENSENANZA ONLINE in the amount of EUR 5,000. A data subject had indicated that he had objected to further newsletter subscription and had requested the controller to delete all of his data. However, he continued to receive advertisements from the data controller.;https://www.aepd.es/es/documento/ps-00417-2021.pdf
925;Spanish Data Protection Authority (aepd);Spain;30.11.21;20000;DAVISER SERVICIOS, S.L.;Yes;Daviser Servicios Srl;Spain;Services;2200000;38;Private;Yes;Art. 5 (1) c) GDPR;Non-compliance with general data processing principles;The Spanish DPA (AEPD) has imposed a fine of EUR 20,000 on DAVISER SERVICIOS, S.L.. The company had been processing biometric data (fingerprints) of employees for access to certain rooms, although less intrusive means (such as key cards) could have been used to protect the privacy of the data subjects. The AEPD found that the controller had violated the principle of data minimization.;https://www.aepd.es/es/documento/ps-00010-2021.pdf
926;Spanish Data Protection Authority (aepd);Spain;30.11.21;5000;ASOCIACION ESPANOLA PARA LA ENSENANZA ONLINE;Yes;ASOCIACION ESPANOLA PARA LA ENSENANZA ONLINE;Spain;Education;NA;NA;Other;Yes;Art. 17 (1) GDPR, Art. 21 LSSI;Insufficient fulfilment of data subjects rights;The Spanish DPA (AEPD) has fined ASOCIACION ESPANOLA PARA LA ENSENANZA ONLINE in the amount of EUR 5,000. A data subject had indicated that he had objected to further newsletter subscription and had requested the controller to delete all of his data. However, he continued to receive advertisements from the data controller.;https://www.aepd.es/es/documento/ps-00424-2021.pdf
927;Lithuanian Data Protection Authority (VDAI);Lithuania;29.11.21;110000;UAB Prime Leasing;Yes;Prime Leasing Uab;Lithuania;Transportation & Logistics;7500000;49;Private;Yes;Art. 32 (1) b), d) GDPR;Insufficient technical and organisational measures to ensure information security;"The Lithuanian DPA has fined UAB Prime Leasing, the operator of the short-term car rental platform CityBee, EUR 110,000. The DPA conducted the investigation on its own initiative after information about a possible personal data breach (Art. 33 GDPR) of the company's customers became public in February 2021. According to the company, they learned about the security breach from another cybersecurity service provider who informed them that the customer data of 110,302 CityBee users had been published on the website of the hacking forum RaidForums.com. This included data such as names, addresses, phone numbers, email addresses, personal identification numbers, driver's license numbers, type of payment card and the last four digits of the card number of the data subjects. 

The DPA's investigation revealed that the published data originated from an unsecured backup copy of a database. 

The DPA found that the data breach occurred due to the company's failure to comply with its obligation to implement technical and organizational measures to ensure a level of security appropriate to the risk to data subjects. 

The company had, for example, failed to appoint a person with appropriate competence to be responsible for security and risk management.  It had also failed to ensure that accesses to database files were logged and evaluated. 
In addition, the company had stored the database unencrypted, so that a person with technical knowledge could have had full access to the data in the file after downloading it. The personal codes in the database were furthermore stored unprotected and the passwords in the database were only encrypted with an encryption algorithm that was considered insecure.";https://vdai.lrv.lt/lt/naujienos/automobiliu-nuomos-bendrovei-skirta-bauda-del-duomenu-saugumo-pazeidimo-pagal-bendraji-duomenu-apsaugos-reglamenta
928;Italian Data Protection Authority (Garante);Italy;28.10.21;2000;OTTO s.r.l.;Yes;OTTO srl;Italy;Retail & Trade;NA;NA;Private;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;The Italian DPA (Garante) has imposed a fine of EUR 2,000 on OTTO s.r.l.. During an administrative inspection of a store managed by OTTO, the police found that a video surveillance system with three cameras was installed in the store. However, it found that the controller had not provided sufficient information on the presence of the CCTV. The DPA considered this to be a violation of Art. 13 GDPR.;https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9721784
929;Italian Data Protection Authority (Garante);Italy;28.10.21;2000;Anfiteatro Flavio s.r.l.;Yes;Anfiteatro Flavio srl;Italy;Accommodation;NA;NA;Private;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;The Italian DPA (Garante) has imposed a fine of EUR 2,000 on Anfiteatro Flavio s.r.l.. During an administrative inspection of a hotel managed by Anfiteatro Flavio, the police found that a video surveillance system with three cameras was installed in the store. However, it found that the controller had not provided sufficient information on the presence of the CCTV. The DPA considered this to be a violation of Art. 13 GDPR.;https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9721758
930;Information Commissioner (ICO);United Kingdom;25.11.21;585000;Cabinet Office;No;NA;NA;Politics & Government;NA;NA;Other;Yes;Art. 5 (1) f) GDPR, Art. 32 GDPR;Insufficient technical and organisational measures to ensure information security;"The UK DPA (ICO) has fined the Cabinet Office EUR 585,000. 

On December 27, 2019, the Cabinet Office published a file on GOV.UK containing the names and uncensored addresses of more than 1,000 individuals who had received New Year's honors. Individuals from a wide range of professions across the United Kingdom were affected, including individuals with a high public profile.

After learning of the data breach, the Cabinet Office removed the web link to the file. However, the file was still in the cache and was accessible online to people who had the exact website address.

The disclosed personal data was available online for two hours and 21 minutes and had been accessed 3,872 times.

The breach occurred due to an error in the setup of the Cabinet Office's new IT system. 

The ICO found that the Cabinet Office failed to take appropriate technical and organizational measures to ensure a level of protection appropriate with the risk to data subjects.";https://ico.org.uk/about-the-ico/news-and-events/news-and-blogs/2021/12/cabinet-office-fined-500-000-for-new-year-honours-data-breach/
931;Italian Data Protection Authority (Garante);Italy;29.09.21;2000;Physician;No;NA;NA;NA;NA;NA;NA;Yes;Art. 5 (1) a) GDPR, Art. 9 GDPR;Insufficient legal basis for data processing;"The Italian DPA (Garante) has fined a physician EUR 2,000. A patient had complained to the DPA that the doctor had disclosed his personal data to third parties without authorization. The doctor had recommended medical products to the data subject as part of his treatment. A few days later, the data subject received a call from the marketing consultant behind the recommended products. The data subject pointed out that he had never given his consent to the disclosure of his data. 

The Garante states that no specific consent is required for the processing of personal data necessary for medical treatment. Here, however, the data was processed for the purpose of product promotion, and therefore explicit consent would have been required under Art. 9 GDPR. The physician thus processed the data unlawfully.";https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9720448
932;Italian Data Protection Authority (Garante);Italy;14.10.21;8000;Health Protection Agency of Sardinia (ATS);Yes;Health Protection Agency of Sardinia;Italy;Politics & Government;NA;NA;Other;Yes;Art. 5 GDPR, Art. 9 GDPR;Insufficient legal basis for data processing;The Italian DPA (Garante) has imposed a fine of EUR 8,000 on the Health Protection Agency of Sardinia (ATS). A patient had mistakenly received medical records and clinical documentation from another patient in his own file.;https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9722265
933;Spanish Data Protection Authority (aepd);Spain;01.12.21;5000;INTRODUCTION BUSINESS CAPITAL MEDIA, S.L.;Yes;INTRODUCTION BUSINESS CAPITAL MEDIA, S.L.;Spain;Advertising & Marketing;NA;NA;Private;Yes;Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 LOPDGDD;Insufficient fulfilment of data subjects rights;The Spanish DPA (AEPD) imposed a fine of EUR 5,000 on INTRODUCTION BUSINESS CAPITAL MEDIA, S.L.. The data subject had received advertising calls from the controller, although the data subject was registered in the Robinson advertising exclusion list.;https://www.aepd.es/es/documento/ps-00459-2021.pdf
934;Spanish Data Protection Authority (aepd);Spain;02.12.21;2000;IMAGINA FRAN SPORT, S.L.;Yes;IMAGINA FRAN SPORT, S.L.;Spain;E-Commerce;NA;NA;Private;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;The Spanish DPA (AEPD) fined IMAGINA FRAN SPORT, S.L. EUR 2,000 due to the fact that its privacy policy did not comply with the requirements of Art. 13 GDPR. For instance, the website contained outdated information.;https://www.aepd.es/es/documento/ps-00384-2021.pdf
935;Spanish Data Protection Authority (aepd);Spain;23.11.21;40000;Vodafone Espana, S.A.U.;Yes;Vodafone Group Plc;United Kingdom;Telecommunications;43300000000;105000;Public;No;Art. 6 (1) GDPR;Insufficient legal basis for data processing;The Spanish DPA (AEPD) imposed a fine on Vodafone Espana, S.A.U. due to insufficient legal basis for data processing.  A data subject had filed a complaint against the data controller due to the fact that telephone lines were registered in his name, although he had never concluded contracts with the company for any of these lines. Vodafone had accidentally assigned the data of the data subject to the contracts of another Vodafone customer, which is why the contracts went under his name. Against this background, the DPA considered the processing of the data subject's data by Vodafone to be unlawful. The original fine of EUR 50,000 was reduced to EUR 40,000 due to voluntary payment.;https://www.aepd.es/es/documento/ps-00280-2021.pdf
936;Spanish Data Protection Authority (aepd);Spain;23.11.21;40000;Vodafone Espana, S.A.U.;Yes;Vodafone Group Plc;United Kingdom;Telecommunications;43300000000;105000;Public;No;Art. 6 (1) GDPR;Insufficient legal basis for data processing;The Spanish DPA (AEPD) has imposed a fine on Vodafone Espana, S.A.U.. A data subject had filed a complaint with the DPA as the controller had transferred her cell phone line to another person without her consent due to a technical error. In addition, the data subject's account was debited with amounts that belonged to a third party's phone line. The DPA found that Vodafone had unlawfully processed the data subject's data. The original fine of EUR 50,000 was reduced to EUR 40,000 due to voluntary payment.;https://www.aepd.es/es/documento/ps-00269-2021.pdf
937;Spanish Data Protection Authority (aepd);Spain;02.11.21;2000;COOPERA RC SERVICES, S.L.;Yes;COOPERA RC SERVICES, S.L.;Spain;Services;NA;NA;Private;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;The Spanish DPA (AEPD) has imposed a fine of EUR 2,000 on COOPERA RC SERVICES. The controller had not provided sufficient contact details through which data subjects could exercise their rights.;https://www.aepd.es/es/documento/ps-00452-2021.pdf
944;Spanish Data Protection Authority (aepd);Spain;03.12.21;1000;Store owner;No;NA;NA;Retail & Trade;NA;NA;NA;Yes;Art. 13 GDPR;Insufficient fulfilment of information obligations;The Spanish DPA (AEPD) has fined a store owner EUR 1,000 for failing to provide information signs about CCTV surveillance in the establishment.;https://www.aepd.es/es/documento/ps-00306-2021.pdf
945;Spanish Data Protection Authority (aepd);Spain;07.12.21;24000;NBQ Technology, S.A.U.;Yes;Nbq Technology Sau;Spain;Finance & Insurance;6600000;32;Private;Yes;Art. 6 (1) GDPR;Insufficient legal basis for data processing;The Spanish DPA (AEPD) has fined NBQ Technology, S.A.U.. A data subject filed a complaint with the DPA against the company after they had denied him a financial transaction due to alleged outstanding payments on a loan. As it turned out, an identity thief had obtained the data subject's data without authorization and applied for a loan from the data controller under pretense of the data subject's identity. The controller then approved the loan. Since the data processed in the course of granting the loan did not belong to the borrower but to the data subject, the AEPD found that the controller had no legal basis for processing the data. The processing was therefore unlawful and a breach of Art. 6 (1) GDPR was affirmed. The original fine of EUR 40,000 was reduced to EUR 24,000 due to the immediate payment and the admission of guilt.;https://www.aepd.es/es/documento/ps-00487-2021.pdf
946;Dutch Supervisory Authority for Data Protection (AP);Netherlands;25.11.21;2750000;Dutch Minister of Finance;No;Dutch Minister of Finance;Denmark;Politics & Government;NA;NA;Other;No;Art. 5 (1) a) GDPR, Art. 6 (1) e) GDPR, Art. 8 Wbp;Insufficient legal basis for data processing;"The Dutch DPA (AP) has fined the Minister of Finance EUR 2,75 million. 

In the context of childcare benefit applications, tax offices had processed data on the dual nationality of applicants for several years.

However, the DPA found that the data on dual nationality of Dutch citizens would not have been necessary when assessing an application for childcare benefits.

The said data had also been processed for the purpose of combating organized fraud and for automatic classification in the authority's risk system. However, even for these purposes, the processing would not have been necessary. 

For this reason, the tax and customs administration should have deleted the data on dual nationality as early as January 2014. Nevertheless, as of May 2018, the dual citizenship data of a total of 1,4 million people were still registered in the systems of the tax and customs administration.

The DPA therefore found that the data had been unlawfully processed due to the lack of a valid legal basis. Furthermore the DPA stated that the data subjects had been discriminated against on the basis of their nationality.";https://autoriteitpersoonsgegevens.nl/nl/nieuws/boete-belastingdienst-voor-discriminerende-en-onrechtmatige-werkwijze
948;Norwegian Supervisory Authority (Datatilsynet);Norway;24.11.21;98000;Norwegian State Pension Fund (SPK);Yes;Statens pensjonsfond;Norway;Politics & Government;NA;NA;Other;Yes;Art. 5 (1) c), e) GDPR, Art. 6 (1) GDPR, Art. 9 (2) GDPR;Insufficient legal basis for data processing;The Norwegian DPA has imposed a fine of EUR 98,000 on the Norwegian State Pension Fund (SPK). The controller had notified the DPA of a data breach pursuant to Art. 33 GDPR. The DPA found that the controller had unlawfully collected certain income information since 2016. For example, the controller had collected health-related information on disability pensions, although this was not required.  Approximately 24,000 individuals were affected by these incidents. In addition, the DPA found that SPK did not implement routines to review and delete excessive information collected until 2019.;https://www.datatilsynet.no/aktuelt/aktuelle-nyheter-2021/vedtak-om-overtredelsesgebyr-til-statens-pensjonskasse/
949;Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP);Romania;13.12.21;2000;SC Nobiotic Pharma SRL;Yes;SC Nobiotic Pharma SRL;Romania;Wholesale;58894;3;Private;Yes;Art. 58 (1) GDPR;Insufficient cooperation with supervisory authority;Failure to provide requested information to the Romanian DPA within the required timeframe in violation of Art. 58 GDPR.;https://www.dataprotection.ro/?page=Comunicat_Presa_13_12_2021&lang=ro
950;Norwegian Supervisory Authority (Datatilsynet);Norway;13.12.21;6300000;Grindr LLC;Yes;Grindr Llc;United States;IT Services;NA;3;Private;No;Art. 6 (1) GDPR, Art. 9 (1) GDPR;Insufficient legal basis for data processing;"The Norwegian DPA has fined Grindr LLC EUR 6.3 million. Grindr is a location-based social networking app designed for gay, bi, trans and queer people.  In 2020, the Norwegian Consumer Protection Authority filed a complaint against Grindr with the Norwegian DPA, alleging that the portal had shared information about users' GPS location, IP address, cell phone advertising ID, age and gender with several third parties for marketing purposes. 

Under GDPR, consent is required for the sharing of this personal data. However, during its investigation, the DPA found that the consent collected by Grindr was not valid. 

Users had to accept the privacy policy in order to use the app, but were not explicitly asked whether they would consent to their data being shared with third parties for marketing purposes. In addition, the information about the disclosure of personal data was not clear or accessible enough for users. 


The DPA points out that this type of data may identify a Grindr user as a member of a sexual minority. Grindr users would sometimes want to use the app anonymously without, for example, giving their full name or uploading a photo of themselves. With the sexual orientation of the users, a special category of personal data, which is subject to a particularly high level of protection, was therefore also affected. 

The DPA therefore considers the infringement to be a particularly serious case that justifies a deterrent high fine. Business models based on behavior-based marketing are widespread in the digital economy, making it important that the fines for GDPR violations are deterrent.";https://www.datatilsynet.no/contentassets/8ad827efefcb489ab1c7ba129609edb5/administrative-fine---grindr-llc.pdf
952;Deputy Data Protection Ombudsman;Finland;07.12.21;608000;Psykoterapiakeskus Vastaamo;Yes;Psykoterapiakeskus Vastaamo Oy;Finland;Healthcare;13500000;260;Private;Yes;Art. 5 (1) f) GDPR, Art. 33 (1) GDPR, Art. 34 (1) GDPR;Non-compliance with general data processing principles;"The Finnish DPA has fined Vastaamo psychotherapy center EUR 608,000. In September 2020, the psychotherapy center reported an attack on its patient database to the DPA. An unauthorized third party had gained access to Vastaamo's medical database on at least two occasions, in December 2018 and March 2019. The attacker had also siphoned off data and left a ransom note on the servers. Due to insufficient logging, neither the exact date of the breach nor the network addresses used by the attacker could be identified.

The most likely cause of the medical database leak was an unprotected port on the database where the root user account of the database was not password protected. The patient database server was open to the Internet without firewall protection during the period between November 26, 2017, and March 13, 2019.

For this reason, the DPA determined that the personal data were not adequately protected against unauthorized and unlawful processing or accidental loss, destruction, or damage, and that the controller had not implemented basic measures for the secure processing of personal data.

As part of its investigation, the DPA also determined that the controller must have known as early as March 2019 that data in the patient information system had been lost and could have been compromised by an external attacker. Vastaamo should have immediately reported the security breach to both the DPA and its patients. However, Vastaamo was significantly late in meeting this obligation. 

The fine is composed proportionately of EUR 145, 600 for the breach of Art. 33 (1) GDPR, EUR 145, 600 for the breach of Art. 34 (1) GDPR and EUR 316, 800 for the breach of Art. 5 (1) f) GDPR.";https://finlex.fi/fi/viranomaiset/tsv/2021/20211183
